manufacturer_id,db_domain,db_has_equipments,astra_has_equipments,qwen_has_equipments,db_is_coman,astra_is_coman,qwen_is_coman,db_is_food_beverage,astra_is_food_beverage,qwen_is_food_beverage,db_specialty,astra_specialty,qwen_specialty
780575,olsonorganics.farm,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780585,onions.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780628,oylerfamilyfarms.com,True,True,True,no,no,yes,True,True,True,ingredient_producer,none,ingredient_producer
780648,parksfarmsnj.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780649,parrishporkandpoultry.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780653,patchworkfarmsco.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780689,pequeavalleyfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780718,pinehollowwv.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780732,pleasanthillproduce.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780774,proag.farm,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780776,proagpremix.com,True,True,True,yes,yes,yes,True,True,True,pet_and_animal_products,pet_animal_products,pet_animal_products
780815,raf.farm,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780826,ranchorincon.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780830,rasmussenranch.org,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780831,rattlesnakehillfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780840,rb-ranch.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780846,reasfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780853,redhavenky.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780855,redwagonfarms.net,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780875,restorationacresnc.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780938,rollinghillranch.org,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780939,rollinghillsfarm.org,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
780947,rowellbros.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780963,rv-organics.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
780978,sandyacrescattlecompany.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781007,schneiderpork.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781044,secondspringcsa.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781082,shootingstarranchoffolsom.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781083,shop.1874cattle.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781101,silverhillduck.ie,True,True,True,yes,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781102,silverwoodorganicfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781157,sophiesorchard.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781222,stevendavisfarms.yourwebsitespace.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781250,sugarmaplefarms.org,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781251,sullivanfamilyfarm.org,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781257,sunnymeadow.farm,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781262,sunriseorganicfarmllc.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781264,sunsetridgefarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781281,svapremiummeat.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781289,sweetrootsvt.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781295,swfrc.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781304,tanderoyalwhites.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781311,tavernhillfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781382,thewaltonranch.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781383,thewheelerfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781407,tilley.farm,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781464,triplepfarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781475,ttgoering.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781483,twinhills.farm,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781532,valleyvieworganicbeeffarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781572,wabisabi-farm.vercel.app,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781580,walzfamilypastures.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781583,wangzenginternational.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781646,wildacre-farms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781649,wildcrownfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781661,williamsblueberryfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781666,willowridgefarmwa.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781668,willowwindpalisade.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781674,windsweepfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
781676,windyknoll.net,True,True,True,yes,yes,yes,True,True,True,none,none,none
781679,winslow-farm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
781725,yknotbelties.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
782289,kaiaseafoods.com,True,True,False,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
782557,prinovaeurope.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,ingredient_producer
784792,jrs.de,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
786958,scalefoodlabs.com,True,True,True,yes,yes,yes,True,True,True,none,none,co_packer
786968,dev.twang.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,ingredient_producer
787048,monarchemulsions.com,True,True,True,yes,yes,yes,True,True,True,none,co_packer,ingredient_producer
787303,atomicdoghardcider.com,True,True,True,yes,yes,yes,True,True,True,none,winery__brewery__distillery,winery__brewery__distillery
787358,homagehustle.com,True,True,True,yes,yes,yes,True,True,True,winery__brewery__distillery,none,none
787469,twopackaging.com,True,False,True,no,yes,yes,True,False,True,packaging_producer,packaging_producer,customised_packaging
789099,mccreafarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
789850,advancednutrallc.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,supplements,ingredient_producer
790643,dbolabs.com,True,True,True,yes,yes,yes,True,True,True,none,none,ingredient_producer
790698,globalchemliquidations.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,distributor__broker
790861,dev.lancasterfoods.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
791725,tiacoffee.us,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,co_packer
791749,wingnien.wordpress.com,True,True,True,yes,yes,yes,True,True,True,none,none,co_packer
791838,macco.ca,True,True,True,no,no,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
791920,demetreswholesale.com,True,True,True,yes,yes,yes,True,True,True,none,none,co_packer
792047,bulk.spicetribe.com,True,True,False,yes,yes,yes,True,True,True,ingredient_producer,none,ingredient_producer
792055,nielsen-massey.nl,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792085,actionnutra.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792100,persallfinefoods.com,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792204,finlays-solutions.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,ingredient_producer
792208,mycsology.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792249,gummysmanufacturer.com,True,True,True,yes,yes,yes,True,True,True,supplements,supplements,supplements
792250,milehighgummy.com,True,True,True,yes,yes,yes,True,True,True,supplements,supplements,supplements
792288,springhillhoney.ca,True,True,True,yes,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792296,arcticmeat.ca,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792313,greenfalafel.ca,True,True,True,yes,yes,yes,True,True,True,none,none,none
792315,b2b.sahlen.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,co_packer
792326,rozefoods.ca,True,True,True,yes,yes,yes,True,True,True,none,none,ingredient_producer
792361,au.medikonda.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792423,suryaglobalharvest.com,True,True,True,yes,yes,yes,True,True,True,none,none,distributor__broker
792469,bigwattcopack.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
792502,pondnaturals.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792598,provisioningredients.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792602,darigoldingredients.com,True,True,True,yes,yes,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792630,about.briess.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792648,ingredaco.us,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792664,burkecreekranch.com,True,True,False,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
792668,venericameatsdelivery.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792688,supermooncheesecakes.com,True,True,True,yes,yes,yes,True,True,True,bakery,none,bakery
792726,canadasmokedfishco.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,ingredient_producer
792745,legacy.naturesflavors.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
792747,freedomconfectionery.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
792882,amlsbeauty.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
792943,ferndalelabsmfg.com,True,True,True,yes,yes,yes,True,True,True,none,none,co_packer
792956,aromahouse.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
792961,cocodor.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
793168,ufpcanada.com,True,True,False,no,no,no,True,True,True,packaging_producer,packaging_producer,packaging_producer
793493,newdawnmanufacturing.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
817500,prod-perrigouk-co-uk.perrigocms.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
818134,gourmetcopack.com,True,True,True,yes,yes,yes,True,True,True,none,co_packer,co_packer
818138,nelson-farms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818341,arcadiafarmsgv.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818366,blnut.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818462,jacquidavid.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
818491,icons-america.com,True,True,True,no,yes,yes,True,True,True,packaging_producer,packaging_producer,packaging_producer
818597,swift-innovations.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,ingredient_producer
818615,readywisefoodservices.com,True,True,True,yes,yes,yes,True,True,True,none,none,ingredient_producer
818616,zmf-petfood.com,True,True,True,yes,yes,yes,True,True,True,pet_animal_products,pet_animal_products,pet_animal_products
818619,smashpharma.com,True,True,True,yes,yes,yes,True,True,True,supplements,supplements,supplements
818642,kochfamilyfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,none,ingredient_producer
818677,prismcoffeelab.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,none,none
818722,mvfarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818730,orcasnaturals.com,True,True,True,yes,yes,yes,True,True,True,supplements,supplements,ingredient_producer
818737,putnambeef.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818743,roosfarm.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818760,sunfruitfarms.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818785,westlakeseafoods.com,True,True,True,no,no,no,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
818931,cosmetics.alfa-chemistry.com,True,True,True,yes,yes,yes,True,True,True,none,none,ingredient_producer
819273,qaroma.com,True,True,True,yes,yes,yes,True,True,True,ingredient_producer,ingredient_producer,ingredient_producer
819602,bsolvedental.com,True,True,True,yes,yes,yes,True,True,True,none,supplements,supplements
820373,nichedrinks.com,True,True,True,yes,yes,yes,True,True,True,none,winery__brewery__distillery,winery__brewery__distillery
822614,biddiscombetan.com,True,True,True,yes,yes,yes,True,True,True,none,none,none
822616,botanx.biz,True,True,True,yes,yes,yes,True,True,True,none,none,none
829457,sutherlanddistilling.com,True,True,True,yes,yes,yes,True,True,True,winery__brewery__distillery,winery__brewery__distillery,winery__brewery__distillery